Title,Location,Name,Relationship,Date,Source,Reference
"Hodges Belle Vue, Daylesford",Daylesford (Vic.),Glenlon,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 210"
"Pavilion, Ballarat",Havelock St (Ballarat Vic.),"Gooden, J",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 65"
"Ship Inn, Ballarat",Eyre St (Ballarat Vic.),"Gordon, W",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 11"
"Harp of Erin Hotel & Post Office, Bullengarook",Bullengarook (Vic.),"Gorman, William Sen",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 294"
"Palace, Queenscliff",Queenscliff (Vic.),"Greenwood, Thomas",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 60"
"Grouts, Ballarat",Victoria St (Ballarat Vic.),Grout,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 54"
"Live & Let Live, Barkers Creek",Barkers Creek (Vic.),Harcourt,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 127"
"Talbot, Barkers Creek",Barkers Creek (Vic.),Harcourt,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 127"
"Shamrock, Kyneton",Mollison St (Kyneton Vic.),"Hardman, W R",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 361"
"Shamrock, Kyneton",Mollison St (Kyneton Vic.),Hardman,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 361"
"Borough Boundary, Ballarat",Creswick Rd (Ballarat Vic.),"Hargraves, E",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 9"
"White Horse, Sebastian",Main St (Sebastian Vic.),"Harritable, Frank",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 166"
"Seven Creeks Hotel & Store, Kialla West",Euroa Kialla West (Vic.),"Hart, Henry",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 36"
"Harp of Erin, Merton",Merton ( Vic.,"Hartley, W",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 166"
"Royal Mail, Archies Creek",Archies Creek (Vic.),Hayes,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 59"
"Alexandra, Ballarat",Sturt St (Ballarat Vic.),"Hazel, A",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 45"
"Shamrock Hotel & Store, Mooroopna",Mooroopna (Vic.),Healey,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 210"
"View Point, Kyneton",Kyneton (Vic.),"Heath, Tom",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 365"
"Commercial, Kyneton",corner Mollison & Yaldwin Sts (Kyneton Vic.),"Heffernan, Roger",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 352"
"Bute, Ballarat",Peel St (Ballarat Vic.),"Heinz, G",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 40"
"Westbury, Westbury",Westbury (Vic.),"Hennessy, Mick",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 181"
"Commercial, Mooroopna",Morrell St (Mooroopna Vic.),Hickson,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 205"
"Junction, Narrung",Narrung (Vic.),Higgins,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 295"
"Selecters Arms, Brandy Creek",Brandy Creek (Vic.),"Higgs, Richard",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 256"
"Criterion, Carngham",Carngham (Vic.),"Hill, Preston",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 363"
"Rosherville, Metung",Metung (Vic.),"Hill, William",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 168"
"Royal Mail, Mooroopna",corner Main & Archer Sts (Mooroopna Vic.),"Hockey, Tom",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 209"
"Quartz Miners, Stawell",Stawell (Vic.),"Hole, Isaac",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 257"
"Somerset, Bannockburn",Bannockburn (Vic.),Holmes,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 116"
"Barb, Newtown",Newtown (Vic.),Hood,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 330"
"Pack Horse, Ballarat",Durham St (Ballarat Vic.),"Hoskens, W",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 25"
"Frankston, Mornington",Schnapper Point (Vic.),"Howard, Henry",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 57"
"Washington, Ballarat",Skipton St (Ballarat Vic.),"Hudson, W",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 43"
"Grange Family, Hamilton",Hamilton (Vic.),Huntly,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 162"
"Junction, Woods Point",Woods Point (Vic.),Hurley,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 219"
"John OGroat, Ballarat",Main Rd (Ballarat Vic.),"Irwin, Wm",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 21"
"Royal Standard, Linton",Suffolk St (Linton Vic.),Jackson,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 56"
"Rokewood, Rokewood",Rokewood (Vic.),"James, C",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 100"
"Lubeck, Lubeck",Lubeck (Vic.),"Jamieson, Peter",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 79"
"Commercial, Rupanyup",Rupanyup (Vic.),"Jamieson, Peter",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 117"
"Prince of Wales, Ballarat",Humffray St (Ballarat Vic.),"Jenkins, W A",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 31"
"Royal Mail, Mooroopna",corner Main & Archer Sts (Mooroopna Vic.),Jennings,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 209"
"Victoria, Hamilton",corner Gray & Thompson Sts (Hamilton Vic.),"Jewell, J",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 167"
"Limerick, Ballarat",Main Rd (Ballarat Vic.),"Johnson, G",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 21"
"Junction, Lauriston",Lauriston (Vic.),Johnston & Mrs,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 24"
"Jones, St Arnaud",St Arnaud (Vic.),"Jones, Edward",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 218"
"Liverpool Arms, Talbot",Maryborough Rd (Talbot Vic.),Jones,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 312"
"White Hart, Ballarat",Sturt St (Ballarat Vic.),"Keelan, E R",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 46"
"Railway, Kyneton",Baynton St (Kyneton Vic.),Kelly,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 359"
"Court House, Jamieson",Perkin St (Jamieson Vic.),"Kelson, J H",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 255"
"Royal, Mansfield",Mansfield (Vic.),Kelson,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 133"
"Greyhound, Ballarat",Main Rd (Ballarat Vic.),"Kenny, P",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 17"
"Hunstmans Inn, Meredith",Meredith (Vic.),"Kent, A P",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 160"
"Crown, Horsham",Wilson St (Horsham Vic.),"Kershaw, George",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 219"
"Bush Inn, Mount Macedon",Mount Macedon (Vic.),Kettle,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 83"
"Commercial, Camperdown",Camperdown (Vic.),"Kucks, William",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 339"
"Grange Family, Hamilton",Hamilton (Vic.),"La Trobe, Governor",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 162"
"Arthurs Seat, Dromana",Dromana (Vic.),Laing,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 282"
"Arthurs Seat, Dromana",Dromana (Vic.),Laing,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 282"
"Dromana, Dromana",Dromana (Vic.),Laing & Watkins,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 283"
"Criterion, Sale",corner York & Macalister Sts (Sale Vic.),"Lamb, Decimus",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 140"
"Royal Exchange, Sale",corner Raymond & Foster Sts (Sale Vic.),"Lamb, Decimus",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 146"
"Travellers Rest, Branxholme",Branxholme (Vic.),"Lang, Jno",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 255"
"Shamrock, Kyneton",Mollison St (Kyneton Vic.),"Leaney, G",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 361"
"Turf Club, Buln Buln",Buln Buln (Vic.),"Lee, Arthur",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 297"
"Ditchley Park Hotel & Post Office, Beech Forest",Beech Forest (Vic.),"Legge, Thomas C",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 160"
"Golden Point, Ballarat",corner Eureka St & Specimen Hill (Ballarat Vic.),"Lepp, J A",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 28"
"Perseverance, Ballarat",Chisholm St (Ballarat Vic.),Lewis,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 65"
"Royal Mail, Mooroopna",corner Main & Archer Sts (Mooroopna Vic.),"Lovelock, Tom",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 209"
"Railway, Bannockburn",Bannockburn (Vic.),"Lucas, Frank P",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 116"
"Bull & Mouth, Creswick",Albert St (Creswick Vic.),"Luckraft, John N",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 177"
"Burke & Wills, Ballarat",Peel St (Ballarat Vic.),"Lysaught, A",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 39"
"Commercial, Leongatha",Leongatha (Vic.),"Maddern, Sol",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 42"
"Farmers Arms, Nhill",Nhill (Vic.),"Maddren, A R",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 335"
"Railway, Nathalia",Elizabeth St (Nathalia Vic.),"Maher, F",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 300"
"Peters Hotel & Store, Carapoore",Carapoore (Vic.),"Malcolm, James",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 280"
"Exchange, Horsham",Horsham (Vic.),"Malcolm, R",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 220"
"National, Ballarat",Armstrong St (Ballarat Vic.),"Malin, W",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 3"
"Boggy Bridge, Nirranda",Nirranda (Vic.),Mason,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 342"
"Rushworth, Rushworth",Rushworth (Vic.),"McCollough, Sed",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 127"
"Commercial, Ballan",Ballan (Vic.),"McCormick, V",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 105"
"Macs, Portland",Portland (Vic.),"McDonald, Hector",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 227"
"Mordialloc, Mordialloc",Mordialloc (Vic.),McDonald,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 218"
"Coleraine, Coleraine",Whyte St (Coleraine Vic.),"McElvery, C",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 134"
"Criterion, Sale",corner York & Richardson Sts (Sale Vic.),"McGill, Mavis Adele",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 140"
"Criterion, Sale",corner York & Richardson Sts (Sale Vic.),"McGill, William John",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 140"
"Newsmarket, Kyneton",Kyneton (Vic.),McGrath,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 357"
